Business_ID,Industry,Business_Structure,Revenue_Streams,Property_Ownership_vs_Leasing,Current_Tax_Strategy,Years_in_Business,Previous_Tax_Liabilities,Gross_Revenue,Net_Income,Taxable_Income,Income_Growth_Rate,Operating_Expenses,Payroll_Expenses,Retirement_Plan_Contributions,Healthcare_Expenses,Depreciation_and_Amortization,Interest_Expenses,R&D_Expenses,R&D_Credits,Energy_Efficiency_Credits,Work_Opportunity_Tax_Credit (WOTC),Employee_Retention_Credits (ERC),Carryforwards_and_Carryback,Home_Office_Deduction,Fixed_Assets,Capital_Expenditures,Vehicle_Use_for_Business,Major_Asset_Sales,Capital_Gains_and_Losses,Outstanding_Debt,Interest_Payments,Loan_Type,Business_Investments,Sales_Tax_Obligations,Inventory_Method,Number_of_Employees,Employee_Salaries_&_Wages,Bonuses_and_Incentives,Retirement_Contributions_for_Employees,Health_Benefits_Provided,R&D_Credit_Eligible,ERC_Eligible,WOTC_Eligible,Energy_Credit_Eligible,Home_Office_Eligible
10420,Retail,LLC,Consulting,Leasing,Aggressive,19,35651,339779,2126198,1889916,-0.045765859255258,76396,4113099,20733,68879,79194,21858,275307,36545,9657,4112,19628,2723,2962,265416,69523,37394,90886,27228,748165,11723,Line of Credit,147957,31276,LIFO,218,2054730,139091,420585,136552,1,0,1,1,1
10421,Healthcare,S-Corp,Consulting,Owning,Conservative,19,9666,3075605,1518919,2622985,0.08652110030950783,1561019,800671,41779,63560,30685,4071,257758,38674,244,12780,17424,49810,2282,272128,24323,43842,16292,96297,476727,16720,Line of Credit,114681,39003,Weighted Average,235,1540770,55512,231089,152512,1,0,1,1,1
10422,Retail,C-Corp,Subscription,Owning,Aggressive,5,21994,5199154,3331941,4257690,-0.037394401861894355,138920,4517863,31079,87800,52134,17939,452974,34489,2625,15690,27703,4761,552,231281,58214,29287,31510,97765,120373,13892,Line of Credit,310970,5799,Weighted Average,136,3822717,193762,233289,298389,1,0,1,1,1
10423,Retail,Sole Proprietorship,Software Sales,Owning,Aggressive,19,6727,6389249,2700324,3689886,-0.18036529287917386,426547,4273272,35980,73685,89916,25931,177129,17733,3849,10088,18657,7630,180,408455,22997,17568,28000,22197,934069,20551,Line of Credit,60597,26091,LIFO,168,4504603,87150,138661,425313,1,0,1,1,1
10424,Manufacturing,S-Corp,Consulting,Owning,Balanced,2,39622,8252885,3460580,4486460,-0.06400069732782199,214999,4698195,16141,29660,95455,45460,143609,20080,9597,1509,3629,16375,4252,256052,62003,31436,30383,-6979,277014,2746,Line of Credit,405659,29234,Weighted Average,481,4990121,127041,28560,214775,1,0,1,1,1
10425,Retail,C-Corp,Consulting,Leasing,Aggressive,10,15800,9276748,3735104,993122,-0.19681047829670467,1679090,594718,11344,91064,68847,2040,22419,36664,9173,12404,2114,41509,1477,364095,8679,22380,11785,68915,28909,20510,Line of Credit,102375,47993,FIFO,237,169360,27190,270178,339236,0,0,1,1,1
10426,Tech,C-Corp,Consulting,Leasing,Conservative,25,42823,6264014,1470858,4083763,0.2891773935284283,1677583,2204358,41472,6168,40993,3686,435794,39709,7737,1578,23748,25218,570,323030,45308,25796,40910,99333,281261,3322,Long-term,252077,25605,FIFO,93,3478460,11928,136241,381598,1,0,1,1,1
10427,Finance,Sole Proprietorship,E-commerce,Owning,Conservative,2,48039,7599412,1798982,2338354,0.28287360490987373,83014,1818566,17896,50124,45333,13666,206063,46232,8333,17263,1677,30565,4952,375568,80024,9031,39028,67174,259975,25167,Line of Credit,284228,37534,Weighted Average,5,2335175,49425,97449,404367,1,0,0,1,1
10428,Finance,LLC,E-commerce,Leasing,Balanced,11,23708,6316074,1495065,154589,-0.0024223512638474887,1632210,2514973,25817,40897,59865,36321,121211,38014,892,18546,3094,37118,1727,430411,44842,22947,24855,36755,863906,17734,Line of Credit,356591,32668,FIFO,156,1063904,75134,8239,162770,1,0,1,1,1
10429,Healthcare,LLC,Subscription,Owning,Conservative,18,17819,5433968,4946799,1233982,0.16418542716982298,614699,4062579,31813,20032,80096,2779,384906,41152,5487,14106,25574,32975,591,114697,70408,4188,24281,93009,628214,31154,Line of Credit,9383,5111,LIFO,245,2652691,110875,8415,158673,1,0,1,1,1
10430,Retail,S-Corp,Software Sales,Owning,Aggressive,29,14369,4688727,128077,659003,-0.027096950794787522,205550,779565,20895,57797,50756,14186,205671,27250,7251,9840,22257,27073,4516,498075,74532,26669,4841,16330,447538,49951,Long-term,97313,25686,Weighted Average,360,1170996,125264,483704,167879,1,0,1,1,1
10431,Tech,Sole Proprietorship,Subscription,Leasing,Conservative,24,14283,8425032,4559322,233839,0.13554657854298802,1736190,3706944,2143,40294,62192,17459,834,20229,7310,12931,2284,4190,2260,241572,58938,36713,97204,22322,137463,10169,Line of Credit,301505,8015,FIFO,81,4486071,181046,344088,186374,0,0,1,1,1
10432,Healthcare,LLC,Software Sales,Owning,Balanced,15,35573,9078989,1691232,546453,0.20271502152298954,1255382,3894175,12681,48827,61686,21710,294358,48137,2399,1359,5052,1883,2947,242842,10695,32813,60155,52318,111536,22284,Long-term,85294,7856,LIFO,247,1385435,111191,139556,226936,1,0,1,1,1
10433,Manufacturing,Sole Proprietorship,E-commerce,Owning,Aggressive,9,18171,3783909,4495818,3087589,0.27337812234612036,1490413,2127191,9367,8516,49733,23219,224006,16475,4640,4242,23446,2886,347,106299,63499,7765,26918,-4687,816560,30172,Short-term,66331,17490,LIFO,343,4482571,179868,321131,149111,1,0,1,1,1
10434,Healthcare,LLC,E-commerce,Leasing,Balanced,23,35933,1639600,4145077,2967053,0.00010613792483599171,1053994,1619425,5228,24751,26993,6057,254870,46412,2960,16464,17973,49629,165,175746,28382,24171,56313,-22968,261981,1582,Line of Credit,100057,36194,FIFO,493,1333781,180815,23225,319571,1,0,1,1,1
10435,Healthcare,C-Corp,E-commerce,Owning,Aggressive,19,10774,7565106,834192,2564055,0.19164899147802383,358585,2313707,6582,35373,31492,19733,493244,43876,7325,19116,25737,8953,4443,159177,19235,11807,17443,98430,500533,11648,Long-term,156601,15497,Weighted Average,137,1174969,104716,85459,343983,1,0,1,1,1
10436,Retail,LLC,Subscription,Owning,Conservative,9,11519,5183801,4680232,3030193,-0.06703577468394062,1114697,1549663,15147,35270,21981,20157,252358,29011,1469,2709,18904,8381,2896,170811,67223,11204,32250,11710,341145,27994,Short-term,194646,24194,LIFO,386,2895656,169749,197176,199121,1,0,1,1,1
10437,Manufacturing,Sole Proprietorship,Consulting,Owning,Balanced,3,15983,2327503,970114,2547743,0.29516615189682416,1064890,1008899,13397,15386,25143,36030,2413,8128,3374,18806,12047,23238,4493,173041,7366,28066,1922,45326,796872,41435,Long-term,224699,45104,LIFO,63,1369815,57321,288080,422269,0,0,1,1,1
10438,Healthcare,C-Corp,Consulting,Owning,Balanced,21,35932,3170771,651891,1595811,-0.18711520061782444,1805354,2108729,40799,69817,78603,20613,9505,32450,8847,12791,21032,13795,582,24497,32467,43120,31976,36157,988459,10057,Long-term,388829,6316,LIFO,480,2307842,114782,306756,238252,0,0,1,1,1
10439,Tech,C-Corp,E-commerce,Leasing,Aggressive,9,35798,1243647,3579921,1696042,0.10176440325056046,342341,4312096,39011,70184,90452,44076,251753,18897,8234,17051,22113,30428,3506,405032,64316,38367,11991,-21635,190685,44996,Short-term,101917,39130,LIFO,307,3771459,110398,483162,388945,1,0,1,1,1
10440,Tech,C-Corp,Consulting,Leasing,Balanced,28,23133,7256406,2232926,3885474,0.12975299082566355,1153153,1830844,15647,84693,61277,18492,364946,8168,7923,18880,694,49907,4403,264204,11764,23658,53744,-36811,657779,37219,Line of Credit,499132,5693,Weighted Average,116,400149,59973,362677,382989,1,0,1,1,1
10441,Finance,Sole Proprietorship,Consulting,Leasing,Aggressive,14,19939,1516953,2535670,3964482,0.1440227785370644,376778,961302,29718,42879,50990,21746,133177,6861,5122,3499,24191,9638,3038,391059,95896,38081,22733,-42752,998453,47945,Line of Credit,298076,42758,FIFO,113,3986974,53414,388021,358442,1,0,1,1,1
10442,Manufacturing,S-Corp,Subscription,Owning,Aggressive,19,5781,2794245,3394250,3272452,-0.1398062106054555,1317682,4215089,46264,54597,63888,6188,199176,41758,9852,11690,15588,4931,2845,267471,66836,35986,2473,-45631,939167,49237,Long-term,269052,30954,FIFO,31,2202293,157674,369413,99147,1,0,1,1,1
10443,Manufacturing,S-Corp,Software Sales,Owning,Aggressive,7,32624,521280,3416085,4330697,0.2692648917365652,1504223,1130803,44317,44132,70351,42570,390447,13750,5387,8080,28988,42623,2766,102019,36923,14786,8108,89122,507275,42235,Short-term,428574,48901,FIFO,7,2608160,30692,44952,65413,1,0,0,1,1
10444,Finance,S-Corp,E-commerce,Leasing,Aggressive,16,11823,1009245,4656976,3786328,-0.10940836047495861,1055141,915112,49914,8626,98372,30680,114897,16988,7631,1189,13055,38492,4194,200326,21292,30283,28715,-21395,160619,40036,Line of Credit,35412,22652,LIFO,414,3858920,106958,326089,75958,1,0,1,1,1
10445,Healthcare,Sole Proprietorship,E-commerce,Owning,Conservative,16,23489,441207,4073278,4201603,0.11137670161992053,1561037,3745447,21097,90936,50999,38825,58408,2979,7226,13908,16080,26411,1265,119017,6614,1056,32210,-384,615950,14539,Long-term,395463,15178,Weighted Average,442,3129668,49750,223471,41275,1,0,1,1,1
10446,Manufacturing,C-Corp,Subscription,Owning,Aggressive,28,44961,1330746,587977,1950332,-0.08866196043845753,1955219,3874860,38953,86515,71309,37766,168751,23524,5108,12751,28374,45188,4253,490911,25939,46301,37317,53719,770416,2803,Short-term,350854,44397,FIFO,3,1289343,153832,272524,36597,1,0,0,1,1
10447,Tech,S-Corp,Subscription,Owning,Balanced,1,34118,3389791,2049014,3780030,-0.046391791489364564,680197,160653,47254,82065,13446,9864,116908,7065,2224,14714,20067,20534,4649,341529,23800,33911,65516,-16945,10005,48431,Long-term,258928,15751,Weighted Average,307,4910707,69456,186370,349665,1,0,0,1,1
10448,Tech,Sole Proprietorship,Consulting,Owning,Conservative,4,39881,692632,3753292,2538578,0.07322927086406217,525200,4467910,42096,60390,31733,37445,245993,37684,2110,1025,6704,36828,4746,228220,61440,40986,33362,66680,244152,40425,Short-term,217104,1425,FIFO,243,3514627,25085,484462,104243,1,0,1,1,1
10449,Retail,S-Corp,E-commerce,Leasing,Balanced,4,21280,9960786,1608141,3852010,0.008596709282288229,1551817,2498144,19107,21645,77000,6796,230168,23184,957,71,7368,29181,2967,115153,28246,9559,54604,-42550,279182,18781,Line of Credit,7928,4044,LIFO,56,187659,196036,85821,264482,1,0,1,1,1
10450,Manufacturing,LLC,Software Sales,Leasing,Conservative,7,27263,1262189,3718280,1518081,-0.11988719951174687,496379,3493978,5010,96960,49632,48218,79731,33365,7146,5546,1971,37533,2274,43826,57805,27058,4889,83997,802846,49397,Line of Credit,332302,12480,FIFO,73,3431236,23925,425476,78908,1,0,1,1,1
10451,Healthcare,S-Corp,Subscription,Leasing,Aggressive,8,18565,5830385,2773408,1610889,-0.11453179878957587,1540871,3466537,7555,59144,22576,40131,327275,23704,560,2685,14593,19996,2470,120034,54648,23745,89557,272,490875,22709,Long-term,166704,44874,LIFO,10,2110717,6615,431095,484835,1,0,0,1,1
10452,Finance,S-Corp,Software Sales,Owning,Conservative,17,25354,8902907,1898058,2439146,0.009072394081399815,1474407,3498882,2067,18382,4320,9123,326424,5622,9522,9385,26079,6553,2290,466581,61851,1615,73748,-44690,865938,28673,Line of Credit,37309,39997,LIFO,61,533993,38083,152215,327332,1,0,1,1,1
10453,Finance,C-Corp,Software Sales,Leasing,Conservative,5,47951,2481486,4834808,3111640,0.17864148913775035,545754,396213,30412,9025,11750,9222,277906,18261,7413,18232,8055,40146,2577,94242,36688,9062,31971,-18183,873018,42787,Line of Credit,276424,2239,FIFO,494,3877176,111764,316888,306854,1,0,0,1,1
10454,Healthcare,Sole Proprietorship,E-commerce,Leasing,Balanced,7,30643,6813070,2209173,1585491,0.24898232342389426,1885779,2506589,46953,48226,54463,25074,117798,44932,1312,10576,11441,18073,3660,395210,98498,29214,50551,32641,405822,25690,Short-term,45449,7566,Weighted Average,50,530684,10605,209021,390637,1,0,1,1,1
10455,Retail,C-Corp,E-commerce,Owning,Balanced,28,28648,8268326,4704419,1962967,-0.1579361688703086,1056149,426690,36305,84380,27572,47422,116854,28419,1821,2022,20602,7130,1068,60100,34764,45288,3201,-34543,812914,33512,Line of Credit,485387,20775,LIFO,122,4815607,112093,167650,232424,1,0,0,1,1
10456,Finance,C-Corp,Subscription,Owning,Aggressive,20,46971,5493455,92291,990922,-0.0034480462202994833,366030,1173951,13549,74711,18948,30825,237902,34467,5646,15831,14677,29405,2736,231171,37470,39745,89882,-7689,764189,42216,Short-term,294101,37981,Weighted Average,175,1417928,45608,347406,478702,1,0,1,1,1
10457,Manufacturing,C-Corp,E-commerce,Leasing,Conservative,29,23658,225438,4672580,1724449,-0.1498772181385617,348055,3006244,7680,79710,39826,37839,320847,25605,4945,12940,27818,35954,4829,397314,43501,45187,37958,85052,212945,42283,Short-term,172967,4006,FIFO,474,2065481,129788,324475,190122,1,0,1,1,1
10458,Retail,C-Corp,E-commerce,Leasing,Conservative,20,26253,3870183,4639058,505590,-0.19170375968370107,1822502,4356421,27739,8443,90051,42576,474650,29171,5374,17682,1868,5789,1950,407575,62207,43548,79251,73573,568236,44287,Long-term,337643,8025,LIFO,1,2666785,20192,97551,321393,1,0,0,1,1
10459,Manufacturing,C-Corp,E-commerce,Leasing,Conservative,4,31390,7185904,4547968,1473284,0.1308593413219783,1482538,887751,23209,26395,28867,3786,63079,22164,2651,4102,18055,28930,91,368349,67157,11681,5681,47427,362131,20691,Short-term,98057,20423,Weighted Average,478,1416615,135403,330959,44247,1,0,1,1,1
10460,Tech,S-Corp,Software Sales,Leasing,Aggressive,28,28128,6799744,2172827,1157374,0.10122472098329388,108422,932426,43515,15725,61231,34638,21577,49868,9933,17288,25658,48890,3093,22809,8216,7984,46870,-13819,232873,3279,Line of Credit,234223,40326,LIFO,441,749695,52330,76519,473378,0,0,1,1,1
10461,Retail,C-Corp,Subscription,Owning,Aggressive,6,18489,9124327,4917951,3039610,-0.11849044309255691,1571676,688066,24432,38461,67262,37964,263358,46197,4701,3026,1728,17529,2219,74450,27072,28579,82256,82019,232322,18730,Short-term,377209,26174,FIFO,38,3135084,50949,155250,298552,1,0,1,1,1
10462,Finance,C-Corp,Consulting,Leasing,Aggressive,7,43314,2901445,2118671,2338756,-0.08309358345346796,1035691,1887779,17116,46115,92356,45564,348483,13796,2877,6709,7632,7942,1387,310572,98778,26274,67203,81094,30875,46991,Short-term,157767,27663,LIFO,190,3819038,69382,97526,86313,1,0,1,1,1
10463,Retail,Sole Proprietorship,Software Sales,Leasing,Aggressive,18,37658,9296866,758672,2828107,-0.18814612317774082,355513,1635199,22045,88732,73233,26988,310258,36854,5582,5969,12043,7548,4274,498206,42132,38739,28152,-48872,285201,23905,Long-term,79893,34952,FIFO,79,2069300,100233,211929,211755,1,0,1,1,1
10464,Retail,LLC,E-commerce,Owning,Aggressive,5,11852,6939789,387369,70257,0.21747360284720185,1856901,1811951,28327,84790,45678,36507,482450,31320,5390,2620,6403,49712,2285,344934,22861,28399,50061,29522,42400,13303,Line of Credit,461339,28326,Weighted Average,345,4091889,169658,196269,259407,1,0,1,1,1
10465,Retail,S-Corp,Software Sales,Leasing,Balanced,20,34450,8670556,4026974,1025257,0.2873452980242757,1361293,62949,37709,84557,13963,34708,325374,665,4083,2646,15732,18296,3206,121126,69186,32481,57619,-1071,474674,28325,Line of Credit,292320,32139,LIFO,454,2430412,53243,114365,277587,1,0,0,1,1
10466,Retail,S-Corp,E-commerce,Owning,Conservative,29,7551,2682814,3542963,1141267,-0.1322702316026546,1689771,4668234,45617,76260,65360,34108,164052,32694,745,4865,22476,32244,2924,362465,9960,1944,58235,31696,78607,14198,Line of Credit,154481,48198,Weighted Average,338,173023,101566,303510,402414,1,0,1,1,1
10467,Manufacturing,S-Corp,E-commerce,Owning,Conservative,3,11411,3869457,4557167,2095845,-0.08426239311735095,978378,2202710,28905,33690,50434,30715,67194,24230,8749,2289,18526,296,279,274237,23781,29457,73740,65245,883993,35060,Short-term,260536,9102,FIFO,449,4443655,59618,451171,141151,1,0,1,1,1
10468,Tech,C-Corp,Software Sales,Owning,Conservative,7,38243,1306751,2277039,458829,0.234204761973467,752722,3564184,9067,6407,67617,24806,471022,22995,941,7370,9340,2409,1618,54498,36126,10114,37890,-40192,299647,15876,Line of Credit,324111,47637,FIFO,190,3978681,139621,104830,368962,1,0,1,1,1
10469,Healthcare,C-Corp,Subscription,Leasing,Conservative,27,26800,1053692,346063,2675466,0.2632318989780924,906388,1019260,34559,78568,21269,37901,112333,26784,4023,13854,6184,34229,2787,126251,27578,40846,90073,45148,426981,18618,Line of Credit,5987,8116,Weighted Average,184,336575,119168,242285,441561,1,0,1,1,1
10470,Retail,C-Corp,E-commerce,Leasing,Conservative,28,15403,317770,1433875,3478780,0.009813691403405156,1811396,799148,44919,63560,77312,18043,37792,14605,2296,9677,22394,30846,370,50985,22883,19130,61401,-28275,111096,13617,Short-term,452678,13937,Weighted Average,67,694104,53494,498489,153973,1,0,1,1,1
10471,Finance,Sole Proprietorship,Subscription,Owning,Conservative,22,12239,4199906,1926336,4155345,-0.17468876386546295,1850957,1525509,19985,52340,98352,11225,45807,17463,939,11343,253,35036,3183,304153,34782,13312,11217,22534,580900,40483,Long-term,203573,31161,FIFO,17,3490966,24958,309055,208831,0,0,1,1,1
10472,Retail,LLC,Consulting,Leasing,Conservative,14,11710,4936917,4006778,1586933,-0.1803040831535903,1973588,1563091,29369,22794,80732,10752,387410,8419,1610,17824,4102,39322,3834,485310,61387,33596,48351,-10050,894750,38456,Long-term,241692,5383,Weighted Average,383,2493908,108960,350566,183804,1,0,1,1,1
10473,Finance,C-Corp,E-commerce,Leasing,Conservative,7,26384,7069129,4803267,365329,0.08697493303450521,1495159,3831301,19864,24881,82494,4457,415517,47952,6300,765,3542,49159,1703,400659,21979,39551,33741,33576,271538,49286,Short-term,363998,21320,FIFO,368,2033491,103478,58619,220376,1,0,1,1,1
10474,Manufacturing,LLC,Subscription,Owning,Balanced,5,26038,6010184,2937757,2996151,-0.0035524455534104993,1220847,2179068,24614,91292,89905,43616,136213,33837,1725,12671,19159,27167,2268,27718,38746,10751,20654,-29443,94335,47969,Long-term,31015,5507,Weighted Average,392,1145521,169610,442512,260278,1,0,1,1,1
10475,Finance,Sole Proprietorship,Subscription,Owning,Conservative,29,45846,6182199,2518665,1267222,-0.18567378621117275,1054104,3877239,49894,99952,78225,10241,104292,5263,9176,16158,24062,28991,303,288849,71266,7907,61314,-28175,373133,38549,Long-term,492943,15735,FIFO,316,4990146,6833,289935,158579,1,0,1,1,1
10476,Healthcare,S-Corp,Consulting,Leasing,Balanced,22,27447,5401533,2959984,3407851,0.09162619615627837,373548,1318166,17613,54703,83867,1453,122984,48877,9779,4092,6212,17801,3774,359762,5056,29114,1408,-41002,627300,22742,Long-term,379494,30713,FIFO,497,1689208,155458,275445,270082,1,0,1,1,1
10477,Tech,C-Corp,Subscription,Owning,Aggressive,5,7285,1890008,742924,1583812,-0.19434873170548878,1798264,2879530,8447,49354,38528,10896,13777,40719,9528,12975,4637,7358,1348,72598,36457,26009,42903,-13920,91748,1444,Line of Credit,333548,17519,LIFO,296,159244,100341,131866,353929,0,0,1,1,1
10478,Finance,LLC,Subscription,Leasing,Conservative,23,42991,1926525,2620115,905256,0.19368597907463647,864156,2105104,7499,96288,79972,22826,38346,45687,8853,9341,11525,22588,2422,350022,7243,20310,84208,96874,936932,32195,Long-term,121751,3025,FIFO,209,741673,95240,236730,136691,0,0,1,1,1
10479,Finance,LLC,Consulting,Leasing,Aggressive,2,18521,4613070,1711655,40917,-0.04678358864831422,1941141,3730922,41041,83462,66602,11976,316847,34131,7187,12334,28760,17671,3628,284383,60031,36725,1218,92239,696779,2011,Line of Credit,395951,20919,FIFO,345,3447635,108955,108623,267426,1,0,1,1,1
10480,Tech,C-Corp,E-commerce,Leasing,Aggressive,27,11971,9827138,4722412,302091,-0.17987099849538396,1236053,3942623,33315,19390,97261,49640,94977,37276,32,16077,22418,17502,2428,318766,6701,19996,50572,-7593,75195,45986,Long-term,186353,38622,LIFO,446,4131905,156904,496745,307535,1,0,1,1,1
10481,Healthcare,S-Corp,Subscription,Leasing,Aggressive,21,34139,7517874,3150498,443157,0.09417611049157665,1297880,1133270,3299,92475,91748,34586,309963,34523,5985,15835,11471,25128,3033,56665,61381,7047,58798,70283,739055,23002,Line of Credit,435362,39135,LIFO,41,2611090,171002,379968,44171,1,0,1,1,1
10482,Retail,S-Corp,Subscription,Owning,Balanced,22,24909,6251537,4839125,289265,-0.0011577927834726665,1046163,2521019,41469,32307,34332,5868,421685,519,3414,2666,12500,31645,668,304418,55438,40017,30105,-36662,624134,25305,Short-term,53231,36658,Weighted Average,396,509922,164479,433995,454946,1,0,1,1,1
10483,Finance,S-Corp,Subscription,Owning,Aggressive,6,16531,4566951,4720432,1424822,0.28690020667857474,1608853,1340728,6994,99049,91937,17396,134917,31106,1156,5968,27457,7637,499,414635,78839,29767,69634,26289,636692,27493,Short-term,165104,20141,Weighted Average,477,4456134,5073,41894,387163,1,0,1,1,1
10484,Tech,Sole Proprietorship,Software Sales,Owning,Aggressive,15,19721,1578768,1073920,1847402,0.07209933125185108,835363,1039242,31878,29502,79929,32634,372330,44504,3126,7641,24841,660,1414,380512,85636,17347,65063,99967,311286,8869,Long-term,295449,30696,FIFO,473,4020135,18667,497133,279629,1,0,1,1,1
10485,Manufacturing,LLC,Consulting,Owning,Aggressive,21,24206,7189478,3861666,1989902,-0.06238040948149587,1864298,2177626,17627,27486,70206,13171,23290,10514,8252,18565,15247,41675,529,156075,71483,37527,7619,81029,795608,45388,Line of Credit,59306,4773,Weighted Average,115,3145983,148107,346762,399772,0,0,1,1,1
10486,Tech,LLC,Software Sales,Leasing,Conservative,10,42711,5224674,3869712,1175371,0.15471943231698737,1714000,3718201,9489,43258,92137,25111,374695,47456,1543,9834,10532,6922,3621,171938,25505,25102,11939,59367,81540,46989,Short-term,224248,25956,Weighted Average,100,985098,7732,447466,382248,1,0,1,1,1
10487,Manufacturing,LLC,Consulting,Leasing,Conservative,23,11530,8426435,1083668,368821,-0.06425399872864435,1410598,360068,28111,62716,3251,34688,423915,7233,271,3888,13518,28161,3456,163060,11553,5263,18226,15898,703649,35883,Short-term,126139,16819,FIFO,373,2326972,56097,338138,387571,1,0,0,1,1
10488,Healthcare,Sole Proprietorship,E-commerce,Owning,Balanced,26,16116,9176760,2523199,699987,0.25212164570378254,372621,3434638,34355,86494,46717,22304,175324,1102,5295,840,6476,44721,754,459110,38525,44049,25322,84526,349092,18497,Short-term,23318,2528,LIFO,438,631477,4487,46770,236392,1,0,1,1,1
10489,Retail,LLC,E-commerce,Leasing,Balanced,24,5258,502980,347675,283877,-0.012639014746311794,492697,2748384,10269,87768,28027,43274,360826,597,4076,13873,19532,3970,2347,380707,85402,2902,58215,67486,855383,16129,Short-term,149318,21955,LIFO,345,3777523,58702,27300,252174,1,0,1,1,1
10490,Tech,Sole Proprietorship,Subscription,Leasing,Conservative,7,5282,9526944,758175,3385026,0.0749342813881026,751658,414911,4831,15748,98382,40243,134365,46715,5902,10846,19743,3407,4910,231516,49348,31823,16878,36540,21755,32449,Long-term,432060,45588,FIFO,349,349669,95961,123025,100153,1,0,0,1,1
10491,Finance,S-Corp,Consulting,Leasing,Balanced,5,18937,9657540,3725002,1587419,-0.17471344808788558,1719163,2518164,46370,67785,87551,29253,380161,19657,2709,5899,1004,27843,726,146746,76187,31540,6560,86421,787203,3340,Line of Credit,168674,6049,FIFO,139,4190794,86107,204307,47748,1,0,1,1,1
10492,Healthcare,C-Corp,E-commerce,Owning,Conservative,1,6898,7657260,1917306,960759,0.013060618976115379,705493,3329343,13819,81050,10583,31980,119496,45009,9346,565,10286,9046,4826,211610,12273,36335,38278,75416,390129,14551,Short-term,288728,34616,FIFO,316,2740688,161147,427701,407094,1,0,1,1,1
10493,Tech,LLC,Consulting,Owning,Aggressive,13,9135,7032667,313625,1801369,0.21618176983049747,787976,3653394,26813,27738,51387,3017,319233,38549,5221,6005,4717,23800,4923,365247,69236,11190,36212,-10037,618841,28023,Long-term,252399,21511,FIFO,324,4763196,108721,387749,143021,1,0,1,1,1
10494,Finance,LLC,E-commerce,Owning,Aggressive,21,11629,9937695,892840,3288140,0.20282440268167096,1698550,1747075,23637,79231,24104,8957,409824,43565,9937,9156,3271,14547,2649,76446,80569,41843,94835,88822,144962,2274,Short-term,20169,11119,FIFO,334,4068745,72031,45285,226452,1,0,1,1,1
10495,Tech,S-Corp,Software Sales,Leasing,Balanced,26,48936,2631528,4444643,2253697,-0.08784072057323689,1438006,1179070,3996,78606,13224,49998,390857,6256,8529,10474,12714,37528,2046,39072,8535,28690,73079,44929,890808,13762,Short-term,30968,11357,FIFO,302,2279071,85217,202627,257888,1,0,1,1,1
10496,Manufacturing,C-Corp,E-commerce,Owning,Conservative,18,24584,2208542,175355,1507172,-0.08696046449471867,498705,4147075,46387,98301,61624,43188,197345,43148,6722,9187,209,31389,2815,43717,23677,3994,23946,24935,266760,4371,Short-term,404601,17167,Weighted Average,294,3619653,15781,122713,424097,1,0,1,1,1
10497,Tech,Sole Proprietorship,Software Sales,Owning,Conservative,13,28551,7022496,4272102,1898997,0.20865265610661837,322619,181277,5089,46662,57058,5792,278763,29401,8201,7226,25463,30346,874,228417,88024,38997,31740,-36314,27175,8773,Short-term,209830,46246,Weighted Average,445,4749272,40865,168543,192378,1,0,0,1,1
10498,Tech,C-Corp,E-commerce,Owning,Balanced,21,38380,9426243,665937,1458826,0.26519921008466274,626954,4696270,35291,87234,97372,14237,78006,41548,4144,9379,5539,22748,3279,167723,5908,3010,7253,13528,862119,17729,Long-term,389828,23253,Weighted Average,17,3803524,9469,53671,97150,1,0,1,1,1
10499,Tech,S-Corp,Subscription,Owning,Conservative,21,22071,3602626,1425607,1469290,-0.15231953936349824,378766,2403455,22659,20123,30299,17251,246471,6554,5606,5890,16537,46233,2984,389346,75153,8377,79311,49811,881415,27885,Line of Credit,120391,35889,LIFO,322,115619,46167,385360,99364,1,0,1,1,1
